Date,CalDay,SiAM,SiPM,SiTotal,PrevSi1,PrevSi3,PrevSi5,PrevSi7,WaterTempF,WaterTempC,AvgPrevTemp1,AvgPrevTemp3,AvgPrevTemp5,AvgPrevTemp7,WindDir,WindDirGroup1,WindDirGroup2,WindVel,SwimAM,SwimPM,SwimTotal,NWSprecip1,NWSprecip2
7/17/2016,199_2016,0,0,0,0,0,0,0,72,22.222,22.222,21.296,21.556,21.984,N,NNE,NNW,8.8,0,92,92,1,0.38
7/18/2016,200_2016,11,27,38,0,0,0,0,71,21.667,22.222,22.222,21.667,21.825,NE,NNE,ENE,5,11,49,60,0,0
7/19/2016,201_2016,0,0,0,38,12.66666667,7.6,5.428571429,73,22.778,21.667,22.037,21.556,21.667,SE,ESE,SSE,7.2,26,75,101,0,0
7/20/2016,202_2016,0,0,0,0,12.66666667,7.6,5.428571429,71,21.667,22.778,22.222,22.222,21.825,SE,ESE,SSE,14.1,10,52,62,0,0
7/21/2016,203_2016,0,0,0,0,12.66666667,7.6,5.428571429,74,23.333,21.667,22.037,22.111,21.746,NW,WNW,NNW,2,46,96,142,1,0.22
7/22/2016,204_2016,21,24,45,0,0,7.6,5.428571429,73,22.778,23.333,22.593,22.333,22.302,N,NNE,NNW,1,21,46,67,0,0
7/23/2016,205_2016,0,0,0,45,15,16.6,11.85714286,73,22.778,22.778,22.593,22.444,22.381,SE,ESE,SSE,7.3,0,41,41,0,0
7/24/2016,206_2016,0,0,0,0,15,9,11.85714286,72,22.222,22.778,22.963,22.667,22.460,W,WNW,WSW,4.9,23,86,109,1,0.13
7/25/2016,207_2016,0,0,0,0,15,9,11.85714286,74,23.333,22.222,22.593,22.556,22.460,SE,ESE,SSE,4.8,33,92,125,0,0
7/26/2016,208_2016,4,1,5,0,0,9,6.428571429,73,22.778,23.333,22.778,22.889,22.698,NE,NNE,ENE,5.5,14,98,112,0,0
7/27/2016,209_2016,0,0,0,5,1.666666667,10,7.142857143,70,21.111,22.778,22.778,22.778,22.698,NE,NNE,ENE,8.5,3,20,23,0,0
7/28/2016,210_2016,7,12,19,0,1.666666667,1,7.142857143,70,21.111,21.111,22.407,22.444,22.619,NE,NNE,ENE,8.5,16,36,52,1,0.03
7/29/2016,211_2016,7,24,31,19,8,4.8,9.857142857,72,22.222,21.111,21.667,22.111,22.302,NE,NNE,ENE,9.7,12,67,79,1,0.57
7/30/2016,212_2016,12,14,26,31,16.66666667,11,7.857142857,77,25.000,22.222,21.481,22.111,22.222,NW,WNW,NNW,11.3,10,94,104,0,0
7/31/2016,213_2016,0,0,0,26,25.33333333,16.2,11.57142857,72,22.222,25.000,22.778,22.444,22.540,E,ESE,ENE,3.7,32,136,168,0,0
8/1/2016,214_2016,0,0,0,0,19,15.2,11.57142857,74,23.333,22.222,23.148,22.333,22.540,E,ESE,ENE,2.9,34,168,202,0,0
8/2/2016,215_2016,1,0,1,0,8.666666667,15.2,11.57142857,74,23.333,23.333,23.519,22.778,22.540,SE,ESE,SSE,7.2,38,184,222,0,0
8/3/2016,216_2016,0,0,0,1,0.333333333,11.6,11,74,23.333,23.333,22.963,23.222,22.619,SE,ESE,SSE,7.4,46,228,274,0,0
8/4/2016,217_2016,0,0,0,0,0.333333333,5.4,11,75,23.889,23.333,23.333,23.444,22.937,NW,WNW,NNW,10,49,232,281,0,0
8/5/2016,218_2016,0,0,0,0,0.333333333,0.2,8.285714286,79,26.111,23.889,23.519,23.222,23.333,W,WNW,WSW,7.2,34,256,290,0,0
8/6/2016,219_2016,0,4,4,0,0,0.2,3.857142857,78,25.556,26.111,24.444,24.000,23.889,NW,WNW,NNW,9,5,62,67,0,0
8/7/2016,220_2016,7,40,47,4,1.333333333,1,0.714285714,75,23.889,25.556,25.185,24.444,23.968,NE,NNE,ENE,4.7,28,62,90,0,0
8/8/2016,221_2016,0,0,0,47,17,10.2,7.428571429,75,23.889,23.889,25.185,24.556,24.206,SE,ESE,SSE,10.4,20,87,107,0,0
8/9/2016,222_2016,0,0,0,0,17,10.2,7.428571429,77,25.000,23.889,24.444,24.667,24.286,S,SSW,SSE,3,25,50,75,0,0
8/10/2016,223_2016,2,0,2,0,15.66666667,10.2,7.285714286,76,24.444,25.000,24.259,24.889,24.524,E,ESE,ENE,3.4,27,42,69,0,0
8/11/2016,224_2016,0,0,0,2,0.666666667,10.6,7.571428571,74,23.333,24.444,24.444,24.556,24.683,N,NNE,NNW,10.1,24,43,67,1,0
8/12/2016,225_2016,0,2,2,0,0.666666667,9.8,7.571428571,79,26.111,23.333,24.259,24.111,24.603,N,NNE,NNW,7.2,21,26,47,1,0.03
8/13/2016,226_2016,0,0,0,2,1.333333333,0.8,7.857142857,79,26.111,26.111,24.630,24.556,24.603,SW,SSW,WSW,5.1,8,66,74,1,0.31
8/14/2016,227_2016,0,0,0,0,0.666666667,0.8,7.285714286,76,24.444,26.111,25.185,25.000,24.683,N,NNE,NNW,0.7,26,58,84,0,0
